,gal_num,redshift,xcoord,xcoord_error,ycoord,ycoord_error,int_mag,int_mag_error,half_light_rad,half_light_rad_error,sersic_index,sersic_index_error,axis_ratio,axis_ratio_error,position_angle,position_angle_error,reduced_chi_squared,inclination_angle,is_good_fit,shows_internal_struct,overlaps_w_object,is_big_galaxy,edited,double_model,QSO,azimuthal_angle
8,1421,0.2463429,1665.28,0.02,904.23,0.04,14.96,0.01,8.0,0.08,0.82,0.02,0.26,0.0,-22.95,0.26,1.164,74.92993785511116,True,False,True,True,False,False,J1133+0327,15.035794915872312
9,1440,0.4161668,1977.7,0.07,1206.14,0.09,16.83,0.05,3.56,0.24,1.7,0.34,0.48,0.04,18.96,3.64,1.205,61.31459798588108,True,False,False,True,False,False,J1133+0327,10.856284716416736
10,1446,0.4526395,1087.13,0.04,1263.82,0.05,15.45,0.01,5.35,0.09,0.82,0.03,0.84,0.01,-32.37,3.58,1.083,32.85988037888911,True,False,False,True,False,False,J1133+0327,7.011952948880375
11,1448,0.46775,1283.69,0.07,666.9,0.06,17.01,0.02,2.54,0.15,0.87,0.3,0.45,0.06,57.9,4.03,1.668,63.256316049597,True,False,False,False,False,False,J1133+0327,19.37354496922878
12,1450,0.5019768,1403.6,0.09,729.1,0.08,17.37,0.08,2.83,0.31,2.16,0.87,0.45,0.08,-53.05,5.99,1.098,63.256316049597,False,False,True,False,True,False,J1133+0327,34.45209107032194
13,1451,0.52508,1244.89,0.01,857.9,0.01,14.32,0.03,6.92,0.42,5.07,0.23,0.81,0.01,-61.23,2.17,1.132,35.90406858331717,True,True,False,True,False,False,J1133+0327,56.96776743723908
14,1454,0.5285953,1710.41,0.05,1521.87,0.08,16.78,0.02,3.07,0.13,0.79,0.2,0.41,0.04,-19.57,2.52,1.499,65.79516519854168,True,False,False,True,False,False,J1133+0327,70.56104677047868
15,1456,0.5423549,1078.45,0.16,861.53,0.06,17.13,0.48,3.75,0.47,0.47,0.4,0.04,0.1,-49.85,2.79,1.148,87.70755722404411,False,False,False,True,False,False,J1133+0327,89.93535491390477
16,1457,0.54427,1410.28,0.06,1566.64,0.07,16.71,0.03,3.46,0.15,1.52,0.22,0.66,0.04,-30.37,5.16,1.123,48.70012720829413,True,False,False,True,False,False,J1133+0327,62.69592894942062
17,1458,0.5629825,1315.48,0.1,1364.85,0.07,15.72,0.01,10.37,0.25,0.99,0.05,0.24,0.01,56.58,0.54,1.085,76.11345963737101,True,False,False,True,False,False,J1133+0327,49.71012039461888
18,1459,0.5642698,1305.99,0.05,790.43,0.08,16.99,0.02,3.16,0.11,0.46,0.15,0.38,0.04,-21.22,2.28,1.118,67.6663173421947,True,False,False,True,False,False,J1133+0327,82.4236722938121
19,1461,0.56635,1058.74,0.09,937.32,0.05,16.19,0.02,5.41,0.12,0.44,0.07,0.29,0.01,-63.03,0.96,1.212,73.14204397750285,False,False,True,True,True,False,J1133+0327,87.57352623965559
20,1466,0.589944,1810.74,0.02,1327.37,0.05,15.08,0.02,6.77,0.08,0.86,0.02,0.4,0.0,-26.48,0.4,1.055,66.42182152179817,True,True,False,True,True,True,J1133+0327,52.3140025817421
21,1469,0.617933,1737.2,0.06,923.7,0.04,16.12,0.02,5.13,0.21,2.03,0.16,0.36,0.02,76.08,1.35,1.115,68.89980397590698,True,False,False,True,False,False,J1133+0327,74.4426262239091
22,1470,0.6183286,1520.84,0.04,755.29,0.04,16.09,0.01,3.62,0.07,0.36,0.04,0.91,0.02,-57.21,8.53,1.126,24.49464847141968,True,False,False,True,False,False,J1133+0327,12.662768647696774
0,1261,0.0798776,3284.39,0.05,2044.99,0.07,14.88,0.01,11.91,0.11,0.66,0.01,0.66,0.0,-15.46,0.76,0.975,48.70012720829413,True,False,False,True,False,False,J1112+3539,17.079510621806147
1,1265,0.1433139,3230.38,0.08,1084.61,0.11,11.19,0.05,35.91,0.78,0.59,0.02,0.73,0.0,-0.97,0.49,0.223,43.11360594589871,True,True,False,True,True,True,J1112+3539,77.18066358490634
2,1270,0.1890559,1845.71,0.04,2652.77,0.04,16.28,0.01,5.61,0.08,0.73,0.01,0.93,0.01,-20.97,6.51,1.084,21.56518501524267,True,False,False,True,False,False,J1112+3539,0.8244453047288236
3,1274,0.26888,3262.37,0.13,1791.64,0.11,16.57,0.02,7.93,0.19,0.63,0.03,0.86,0.02,-49.32,7.78,1.071,30.68341710897582,True,False,False,True,False,False,J1112+3539,8.955759638621666
4,1280,0.3621253,2781.64,0.03,2770.08,0.05,13.79,0.01,16.04,0.09,0.74,0.01,0.72,0.0,26.59,0.57,0.8,43.945519562308846,True,True,False,True,False,False,J1112+3539,84.56494486810259
5,1281,0.3717627,2340.33,0.12,2576.29,0.06,15.89,0.01,10.76,0.17,0.53,0.02,0.47,0.01,70.2,0.72,1.058,61.96570346511873,True,False,False,True,False,False,J1112+3539,81.94008306044562
6,1282,0.3727954,3993.52,0.11,2872.35,0.05,16.12,0.01,9.83,0.17,0.63,0.02,0.43,0.01,63.91,0.69,1.061,64.53243985752763,True,False,False,True,False,False,J1112+3539,31.4327346194928
7,1297,0.4457131,2803.78,0.09,1673.85,0.07,16.47,0.02,6.21,0.16,0.76,0.03,0.82,0.01,-80.97,4.09,1.099,34.91520624744419,True,False,False,True,False,False,J1112+3539,27.38739349008547
8,1299,0.4474667,3771.57,0.21,3060.72,0.11,15.83,0.04,17.6,0.65,0.9,0.03,0.42,0.01,-61.68,0.96,1.015,65.16541251029841,True,False,False,True,False,False,J1112+3539,71.70685319571864
9,1309,0.4501607,3930.71,0.3,2600.43,0.16,16.38,0.05,14.25,0.73,0.8,0.05,0.51,0.01,78.25,1.94,1.105,59.33617025761404,True,False,False,True,False,False,J1112+3539,56.93861947418559
10,1311,0.4506317,3504.06,0.13,3047.87,0.1,15.0,0.01,14.34,0.17,0.58,0.01,0.82,0.01,78.57,2.33,0.887,34.91520624744419,True,True,False,True,False,False,J1112+3539,20.85296037509592
11,1316,0.4633018,3173.98,0.13,3043.52,0.17,15.92,0.05,13.15,0.6,0.98,0.04,0.77,0.02,-16.41,3.83,1.03,39.64611114697372,True,False,False,True,False,False,J1112+3539,86.42291686085382
12,1319,0.5127125,2584.43,0.17,2420.13,0.13,16.41,0.03,11.02,0.35,0.67,0.04,0.54,0.01,-52.49,1.64,1.062,57.31636115374206,True,False,False,True,False,False,J1112+3539,27.71322844170154
13,1325,0.5813465,2798.11,0.04,2966.79,0.04,15.83,0.01,5.63,0.07,0.69,0.01,0.95,0.01,74.03,8.44,1.084,18.194872338766785,True,False,False,True,False,False,J1112+3539,30.58457630751378
14,1326,0.6150562,2353.96,0.14,1953.71,0.23,16.71,0.02,11.4,0.35,0.52,0.03,0.38,0.01,-31.48,1.02,1.091,67.6663173421947,True,False,False,True,False,False,J1112+3539,55.22269013602725
15,1329,0.626135,2331.21,0.15,2757.25,0.26,16.71,0.02,10.19,0.31,0.47,0.03,0.56,0.01,10.32,2.01,1.096,55.94420225743209,True,False,False,True,False,False,J1112+3539,48.846528554819
16,1332,0.635414,2897.65,0.03,2137.22,0.03,14.75,0.01,8.92,0.09,1.06,0.01,0.92,0.01,-23.6,3.45,0.987,23.07391806563097,True,True,False,True,False,False,J1112+3539,69.89617797057339
17,1334,0.6357428,3467.73,0.18,2297.84,0.15,16.62,0.04,11.18,0.49,0.8,0.05,0.49,0.01,-50.63,1.68,1.112,60.65941842497627,True,False,False,True,False,False,J1112+3539,58.32482363856276
18,1335,0.6359168,2487.95,0.06,2299.77,0.08,14.86,0.01,15.42,0.16,0.75,0.01,0.52,0.0,37.0,0.54,0.929,58.667748502405736,True,False,False,True,False,False,J1112+3539,44.56104605191005
19,1336,0.6359622,2985.02,0.03,2390.23,0.02,15.43,0.01,5.43,0.05,0.78,0.01,0.83,0.01,82.32,1.6,1.068,33.901261996866275,True,False,False,True,False,False,J1112+3539,9.275098802252243
20,1338,0.6464481,2479.65,0.23,1489.91,0.18,16.39,0.06,11.72,0.7,0.93,0.05,0.79,0.03,-71.8,6.28,1.058,37.81448850601414,True,False,False,True,False,False,J1112+3539,52.64165917447852
0,499,0.0999556,3920.84,0.09,2438.28,0.13,16.52,0.03,6.33,0.28,1.71,0.27,0.35,0.04,-23.07,2.21,1.119,69.51268488527734,True,False,False,True,False,False,J0935+0204,36.98564959627868
1,503,0.1317661,1551.46,0.06,2558.39,0.05,16.13,0.01,4.77,0.16,1.39,0.2,0.41,0.03,51.56,2.02,1.141,65.79516519854168,True,False,False,True,False,False,J0935+0204,64.92579800819634
2,508,0.2085924,2814.38,0.09,1020.21,0.09,16.58,0.03,3.9,0.25,1.93,0.58,0.66,0.06,44.37,7.38,1.31,48.70012720829413,True,False,False,True,False,False,J0935+0204,36.38443568718593
3,510,0.22557,3728.72,0.09,3011.99,0.14,14.37,0.05,36.13,1.95,1.63,0.08,0.38,0.01,35.1,0.5,0.894,67.6663173421947,True,True,False,True,False,False,J0935+0204,12.892783090921506
4,511,0.2256141,1980.45,0.04,2815.59,0.03,15.06,0.01,4.59,0.09,1.64,0.14,0.34,0.02,82.02,0.96,1.249,70.12312592992117,True,False,False,True,False,False,J0935+0204,67.56867723118387
5,512,0.2267267,3907.87,0.18,3395.66,0.1,15.22,0.04,14.96,0.17,0.24,0.01,0.57,0.01,41.82,0.98,1.023,55.24977424631754,True,False,False,True,False,True,J0935+0204,10.944088082911446
6,513,0.2269635,3101.68,0.07,3476.04,0.03,14.63,0.02,19.92,0.57,2.14,0.08,0.21,0.0,-69.86,0.29,1.019,77.87764775521089,True,False,False,True,False,False,J0935+0204,24.360518061460745
7,515,0.2328023,2781.65,0.09,2946.47,0.1,16.29,0.03,5.02,0.17,1.54,0.19,0.79,0.04,-2.3,7.55,1.103,37.81448850601414,True,False,False,True,False,False,J0935+0204,70.5374005271036
8,518,0.2623559,3777.54,0.07,1422.55,0.09,16.31,0.04,4.57,0.34,4.44,1.04,0.2,0.04,-22.28,1.91,1.129,78.46304096718451,True,False,False,True,False,False,J0935+0204,23.47488396613961
9,519,0.2623594,3408.67,0.11,2074.32,0.09,16.8,0.02,4.48,0.48,0.22,0.38,0.4,0.07,52.9,4.05,1.679,66.42182152179817,True,False,False,True,False,False,J0935+0204,71.90953182331462
10,520,0.26272,3870.69,0.03,1225.0,0.06,9.71,0.09,182.42,13.88,2.53,0.06,0.84,0.0,19.77,0.64,0.134,32.85988037888911,False,False,False,True,False,False,J0935+0204,68.63463311915596
11,527,0.3185991,3753.61,0.08,2237.38,0.06,14.74,0.01,16.6,0.18,0.8,0.02,0.66,0.01,-53.13,0.95,0.913,48.70012720829413,True,False,False,True,False,False,J0935+0204,55.06426269476908
12,529,0.3299305,4217.36,0.11,2486.67,0.12,16.78,0.03,5.31,0.25,0.95,0.17,0.78,0.05,-42.44,9.45,1.133,38.73942459785565,True,False,False,True,False,False,J0935+0204,55.23059350957169
13,532,0.3495139,3414.36,0.09,3001.01,0.1,15.93,0.01,8.0,0.16,0.53,0.05,0.78,0.02,27.0,3.48,1.077,38.73942459785565,True,False,False,True,False,False,J0935+0204,35.76793505703538
14,533,0.3536735,3857.11,0.08,1405.67,0.15,15.5,0.01,10.16,0.23,0.7,0.08,0.3,0.01,-3.0,0.92,2.938,72.5423968762779,True,False,False,True,False,False,J0935+0204,40.54124988196603
15,534,0.3555047,3799.31,0.01,2605.33,0.02,13.23,0.01,15.93,0.15,2.19,0.02,0.48,0.0,7.29,0.22,0.997,61.31459798588108,True,True,False,True,False,False,J0935+0204,19.139823414992925
16,538,0.4157514,2872.15,0.08,1922.8,0.08,16.6,0.02,2.02,0.19,1.93,0.78,0.81,0.08,-49.55,18.02,1.132,35.90406858331717,True,False,False,False,False,False,J0935+0204,65.66260850207183
17,540,0.4213445,2398.83,0.14,1547.03,0.12,16.63,0.02,6.0,0.19,0.68,0.15,0.79,0.04,62.69,7.89,1.164,37.81448850601414,True,False,False,True,False,False,J0935+0204,15.192678076531603
18,542,0.4247206,3249.68,0.11,1350.1,0.1,16.72,0.02,4.86,0.22,0.64,0.16,0.82,0.04,52.7,10.5,1.14,34.91520624744419,True,False,False,True,False,False,J0935+0204,52.93441775077905
19,543,0.4247313,3541.74,0.15,1748.04,0.16,16.39,0.03,10.5,0.42,0.92,0.11,0.41,0.02,43.5,1.71,1.081,65.79516519854168,True,False,False,True,False,False,J0935+0204,84.53432003406118
0,1508,0.11041,1782.87,0.02,1164.36,0.06,14.97,0.01,9.34,0.11,0.81,0.03,0.13,0.0,17.13,0.19,1.28,82.53040768358306,True,False,True,True,False,False,J1134+2555,37.62345323689992
1,1513,0.15673,1524.22,0.04,1623.84,0.06,15.35,0.01,6.92,0.11,0.71,0.03,0.37,0.01,-34.45,0.6,1.132,68.28438271673555,True,True,False,True,False,False,J1134+2555,46.21211802321198
2,1517,0.24187,1727.22,0.0,1073.37,0.0,14.66,0.0,9.64,0.0,0.01,0.0,0.47,0.01,-15.2,0.47,4.648,61.96570346511873,False,False,True,True,False,False,J1134+2555,34.41180306649948
3,1518,0.2466,2176.16,0.02,1040.59,0.02,13.66,0.02,9.07,0.24,3.04,0.06,0.95,0.01,-5.85,6.42,1.314,18.194872338766785,False,True,True,True,False,False,J1134+2555,12.633916314110174
4,1519,0.24669,1662.24,0.03,857.28,0.07,15.37,0.01,6.52,0.12,0.79,0.04,0.29,0.01,-0.33,0.53,1.527,73.14204397750285,True,False,False,True,False,False,J1134+2555,78.5840742145624
5,1520,0.2472364,1866.38,0.02,917.88,0.03,12.97,0.0,12.32,0.07,0.82,0.01,0.42,0.0,35.32,0.2,2.581,65.16541251029842,True,True,True,True,False,False,J1134+2555,84.22306780549691
6,1521,0.25337,1822.88,0.02,1756.81,0.01,13.56,0.01,6.05,0.05,1.28,0.01,0.85,0.01,67.74,1.44,2.117,31.78833061705162,False,True,True,True,False,False,J1134+2555,2.0871903676768477
7,1526,0.32871,1708.55,0.01,957.91,0.03,14.78,0.0,5.52,0.04,0.79,0.02,0.28,0.0,13.33,0.25,1.133,73.73979529168804,True,False,False,True,False,False,J1134+2555,79.95187899699927
8,1535,0.4226947,1812.91,0.02,1497.47,0.02,15.67,0.01,1.6,0.06,1.45,0.22,0.69,0.03,-38.16,4.11,2.463,46.369891132145696,True,False,False,False,False,False,J1134+2555,87.29323889132267
9,1536,0.4228481,1778.15,0.09,1484.13,0.05,15.97,0.02,3.82,0.13,0.62,0.11,0.31,0.03,-75.53,1.66,4.506,71.94076950921645,True,False,False,True,False,False,J1134+2555,52.10787183029213
10,1537,0.4254282,1695.5,0.08,871.06,0.09,16.64,0.04,2.44,0.18,0.97,0.31,0.78,0.07,-37.55,13.45,3.108,38.73942459785565,True,False,False,False,False,False,J1134+2555,36.0597478594397
11,1547,0.4964,1208.27,0.01,918.26,0.01,15.15,0.01,2.51,0.03,1.08,0.05,0.71,0.01,-32.59,1.57,1.103,44.76508467132842,True,False,False,False,False,False,J1134+2555,72.63982996098943
12,1549,0.4996323,1246.88,0.01,1078.99,0.01,14.65,0.01,3.48,0.03,1.02,0.02,0.74,0.01,-31.7,1.15,1.217,42.26858442957247,True,True,False,True,False,False,J1134+2555,56.60566483790843
13,1550,0.500067,1445.98,0.01,760.74,0.01,12.18,0.08,69.73,11.71,9.14,0.44,0.68,0.01,-38.88,0.64,1.391,47.15635695640366,True,True,False,True,False,False,J1134+2555,67.69174910941439
14,1552,0.5022924,1269.72,0.01,1353.69,0.01,13.47,0.01,7.5,0.13,3.88,0.06,0.56,0.0,65.25,0.39,1.073,55.94420225743209,True,True,False,True,False,False,J1134+2555,85.35331268021207
15,1564,0.6214974,1429.06,0.04,894.63,0.05,15.54,0.01,4.18,0.06,0.42,0.03,0.81,0.01,-17.15,2.96,1.241,35.90406858331717,True,False,False,True,False,False,J1134+2555,82.29471095668038
16,1567,0.6401769,1886.26,0.01,1426.19,0.01,14.58,0.01,3.05,0.07,3.86,0.17,0.67,0.01,-50.41,1.31,1.221,47.932935197504825,True,True,False,True,False,False,J1134+2555,82.74128044302313
0,146,0.03964,1046.91,0.03,779.43,0.02,11.96,0.01,22.21,0.14,1.06,0.01,0.54,0.0,53.89,0.2,0.503,57.31636115374206,True,True,True,True,False,False,J0809+4619,9.02676331406261
1,147,0.04596,1188.63,0.05,857.76,0.04,8.11,0.14,273.03,33.62,2.83,0.1,0.34,0.0,-51.61,0.15,0.136,70.12312592992117,True,True,False,True,False,False,J0809+4619,78.01388972792624
2,150,0.0745307,1274.89,0.05,1485.62,0.05,16.25,0.02,2.16,0.11,1.4,0.29,0.78,0.04,66.31,8.88,1.11,38.73942459785565,True,False,False,False,False,False,J0809+4619,61.26026467795539
3,152,0.1202273,2086.42,0.11,840.78,0.12,15.92,0.7,18.07,32.44,10.66,8.24,0.49,0.08,15.09,6.19,1.404,60.65941842497627,False,False,True,True,False,False,J0809+4619,46.86858705577568
4,154,0.1415522,1924.11,0.02,1686.16,0.01,15.02,0.01,2.17,0.04,1.66,0.12,0.49,0.01,64.9,1.14,1.11,60.65941842497627,True,False,False,False,False,False,J0809+4619,17.91574953834851
5,155,0.1472912,1332.06,0.11,1677.77,0.13,16.45,0.04,4.57,0.31,1.37,0.19,0.67,0.05,9.36,6.27,1.128,47.932935197504825,True,False,False,True,False,False,J0809+4619,81.24576724746794
6,159,0.1993183,2086.91,0.05,1215.43,0.04,16.14,0.01,2.06,0.1,1.49,0.33,0.36,0.05,-76.45,2.57,1.344,68.89980397590698,True,False,False,False,False,False,J0809+4619,76.57075991642205
7,168,0.30687,1292.9,0.02,1264.2,0.02,14.97,0.01,3.48,0.04,0.87,0.05,0.48,0.01,-45.7,0.86,1.349,61.31459798588108,True,False,False,True,False,False,J0809+4619,31.00536851000693
8,171,0.3396703,1719.58,0.25,1510.24,0.16,17.18,0.04,3.91,0.34,0.45,0.29,0.45,0.07,80.88,5.78,1.834,63.256316049597,True,False,False,True,False,False,J0809+4619,29.4211352677728
9,182,0.4899354,1390.32,0.13,1509.65,0.2,16.58,0.03,6.1,0.22,0.18,0.08,0.52,0.02,-13.33,2.74,1.123,58.667748502405736,True,False,False,True,False,False,J0809+4619,59.129275438891874
10,183,0.51522,1318.11,0.08,914.61,0.11,13.92,0.88,5.97,16.1,20.0,18.57,0.64,0.04,22.35,4.96,1.644,50.20818050044277,False,True,False,True,True,True,J0809+4619,38.71347118582292
11,185,0.520371,1680.33,0.29,832.53,0.16,17.14,0.1,7.14,16.7,0.04,0.24,0.25,0.06,73.01,2.52,1.148,75.52248781407008,False,False,True,True,False,False,J0809+4619,44.24703596901713
12,187,0.5216943,1616.79,0.05,1418.73,0.07,16.58,0.02,2.58,0.14,1.24,0.34,0.25,0.06,-24.19,2.53,1.119,75.52248781407008,True,False,False,False,False,False,J0809+4619,81.14652167180103
13,198,0.56319,1807.34,0.04,1152.12,0.05,16.6,0.02,1.81,0.1,0.82,0.37,0.6,0.05,38.98,6.17,1.138,53.13010235415599,True,False,False,False,False,False,J0809+4619,49.83203818502013
14,204,0.6450314,1669.36,0.05,1513.02,0.07,15.79,0.01,4.67,0.12,0.69,0.07,0.53,0.02,-7.17,1.71,1.156,57.99454517223575,True,False,False,True,False,False,J0809+4619,65.32306409789997
15,205,0.6453107,1303.76,0.28,1294.76,0.18,16.72,0.14,4.6,0.43,0.35,0.29,0.11,0.19,54.59,3.95,5.782,83.68468443064262,True,False,False,True,False,False,J0809+4619,78.71699206326123
0,812,0.0636123,2002.18,0.07,2681.85,0.09,14.2,0.04,24.62,0.97,1.31,0.05,0.73,0.01,-0.36,1.04,0.619,43.11360594589871,False,True,False,True,False,False,J1016+4706,18.57395927616961
1,815,0.1632,3203.9,0.01,1929.68,0.01,12.68,0.0,13.16,0.04,1.11,0.01,0.6,0.0,-41.68,0.2,0.538,53.13010235415599,True,True,False,True,True,False,J1016+4706,33.898950750997294
2,817,0.1641791,3921.81,0.04,2127.07,0.04,14.17,0.01,11.46,0.09,1.02,0.02,0.84,0.01,1.0,1.49,0.741,32.85988037888911,True,True,False,True,False,False,J1016+4706,13.165358031265672
3,822,0.16504,4465.79,0.12,1470.64,0.11,16.1,0.01,8.67,0.14,0.54,0.04,0.89,0.02,67.78,7.46,1.008,27.126753117273964,True,False,False,True,False,False,J1016+4706,80.72539696249247
4,823,0.1654337,3123.87,0.04,1924.78,0.05,15.53,0.02,6.43,0.16,1.9,0.12,0.47,0.02,-44.71,1.4,1.017,61.96570346511873,True,False,False,True,False,False,J1016+4706,42.888657161650094
5,824,0.1655488,3164.68,0.02,1815.22,0.02,11.96,0.02,18.36,0.46,2.15,0.04,0.88,0.0,-62.62,1.39,0.522,28.35763657632798,False,True,False,True,False,False,J1016+4706,20.748700847239345
6,827,0.16681,4158.58,0.01,1718.45,0.01,12.24,0.0,7.39,0.04,2.56,0.02,0.91,0.0,-64.55,1.06,1.49,24.49464847141968,False,True,False,True,True,False,J1016+4706,35.478244913219854
7,828,0.1671030368114643,4054.84,0.02,2926.2,0.02,12.12,0.01,18.19,0.2,1.3,0.02,0.78,0.0,56.94,0.6,0.562,38.73942459785565,False,False,True,True,False,False,J1016+4706,23.56559690579765
8,829,0.1674655,4569.83,0.02,1849.2,0.02,15.5,0.0,3.49,0.05,1.08,0.09,0.58,0.02,-58.76,1.44,1.021,54.54945736082459,True,False,False,True,False,False,J1016+4706,41.53146824180229
9,830,0.1675822,2591.26,0.01,1320.27,0.01,12.46,0.03,30.24,1.15,3.9,0.08,0.52,0.0,-52.05,0.22,0.369,58.667748502405736,True,False,False,True,False,False,J1016+4706,65.69970201487769
10,837,0.1735089,4415.04,0.11,1714.57,0.08,16.16,0.01,10.09,0.19,0.67,0.06,0.38,0.01,-54.71,0.96,1.021,67.6663173421947,True,False,False,True,False,False,J1016+4706,30.49042133961409
11,846,0.2639926,3014.9,0.07,1770.25,0.04,14.52,0.02,14.71,0.35,1.62,0.05,0.42,0.01,73.32,0.53,1.06,65.16541251029842,True,True,False,True,True,False,J1016+4706,6.755205175772439
12,850,0.3559036000432629,3075.29,0.1,2688.7,0.12,15.03,0.02,12.62,0.19,0.75,0.03,0.81,0.01,-13.62,2.86,0.905,35.90406858331717,True,False,False,True,False,False,J1016+4706,71.5343525408206
13,852,0.40082,4116.03,0.01,2641.09,0.01,13.27,0.01,9.9,0.14,2.82,0.04,0.74,0.0,-42.23,0.57,0.811,42.26858442957247,True,True,False,True,True,False,J1016+4706,60.79731580216304
14,859,0.4725080826485872,2659.85,0.09,3034.45,0.1,15.43,0.01,8.79,0.17,0.8,0.05,0.82,0.02,-18.1,3.93,1.044,34.91520624744419,True,False,False,True,False,False,J1016+4706,40.42044971933578
15,860,0.4729393,2737.14,0.08,3234.68,0.1,16.81,0.04,2.89,3.01,0.06,1.27,0.38,0.15,-19.86,6.9,1.102,67.6663173421947,True,False,False,False,False,False,J1016+4706,48.44367826092602
16,864,0.4835306728293192,3988.99,0.11,1844.67,0.13,16.58,0.07,5.55,0.5,2.0,0.43,0.79,0.06,33.64,10.58,1.066,37.81448850601414,True,False,False,True,False,False,J1016+4706,61.10067342987351
17,878,0.6445533,3825.32,0.08,2452.21,0.07,16.34,0.02,5.09,0.15,1.23,0.17,0.44,0.03,50.74,2.34,1.072,63.8961188626601,True,False,False,True,False,False,J1016+4706,38.9507321586426
0,1612,0.1930301,2087.61,0.06,1970.73,0.09,12.88,0.01,15.2,0.11,0.46,0.01,0.61,0.0,22.48,0.59,4.705,52.41049703514314,False,True,True,True,False,False,J1233-0031,37.57991340655267
1,1624,0.3184964954853058,1625.47,1.75,1236.02,1.53,15.64,0.37,4.27,20.69,0.06,3.43,0.84,0.74,69.24,138.81,861.875,32.85988037888911,True,False,False,True,False,False,J1233-0031,36.93342220409894
0,1130,0.0209013726562261,1355.96,0.03,2227.53,0.03,8.82,0.19,207.26,45.42,4.57,0.25,0.77,0.0,86.02,0.71,0.391,39.64611114697372,False,True,False,True,False,False,J1059+2517,53.56868311612858
0,497,0.0923018,5029.98,0.1,926.77,0.08,15.6,0.04,8.43,0.45,1.62,0.16,0.69,0.03,53.42,3.58,1.049,46.369891132145696,True,False,False,True,False,False,J0935+0204,85.87087294640719
1,502,0.1252984,2020.51,0.04,2578.34,0.02,13.71,0.01,11.55,0.09,1.23,0.02,0.54,0.0,83.55,0.41,0.845,57.31636115374206,True,False,False,True,False,False,J0935+0204,76.11483211054302
2,545,0.4258628,3593.79,0.22,2170.12,0.21,17.76,0.05,1.2,3.34,0.18,6.22,0.68,1.65,-24.61,164.63,1.126,47.15635695640366,True,False,False,False,True,False,J0935+0204,20.49704452033425
0,2275,0.1183851,2991.67,0.06,694.56,0.06,12.38,0.16,54.7,8.42,2.45,0.16,0.95,0.01,-17.9,5.27,0.517,18.194872338766785,True,False,False,True,False,False,J2345-0059,72.72472855761173
0,2223,0.1012926253065373,453.51,0.17,964.12,0.14,13.73,0.06,3.82,0.33,0.79,0.11,0.78,0.04,64.95,11.29,2006.894,38.73942459785565,False,False,True,True,False,False,J1555+3628,56.2454144588054
1,2224,0.1023823648409635,1056.99,445885251584.0,2333.71,1027059875840.0,16.0,227953000448.0,5.0,660069285888.0,0.6,41565327360.0,0.7,3533982720.0,60.0,1111086071808.0,0.0,45.5729959991943,False,False,False,True,False,False,J1555+3628,48.51816535356158
